UID,Name,Position,Age,Height,Weight,Inf,Club,Division,Nat,2nd Nat,Home-Grown Status,Personality,Media Handling,Wage,Transfer Value,Asking Price,Preferred Foot,Yel,xG,Starts,Red,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,Mins,Gls/90,Conc,Gls,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Hdrs A,Apps,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,xSv %,xGP/90,xGP,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Fixed_Positions
51075541,Leonardo Tapia,GK,25,178 cm,75 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,575.0,Unknown,-,Unknown,0,0.0,14,0,0,-,0,-,0,0,0,1260,-,26,0,0,1,0.0,0.0,0.0,0.0,1.86,1,6.28,-,0,-,14,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0%,0.0,0,0.0,0,0.0,0,0.0,0.0,11.93,167,20.0,280,60%,0.0,0,-,-,-,-,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,0%,0.00,0.00,-,0,0.0km,0.0km,-,-,-,-,-,-,0.0,-,0,-,-,-,-,-,[]
2000131664,Antonio Ãlvarez,M (L),22,173 cm,63 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,525.0,Unknown,-,Unknown,0,0.35,7,0,0,-,0,-,-,-,0,630,-,-,0,11,3,0.05,-0.35,0.06,0.41,-,-,6.47,-,0,0,7,2.14,15,21,71%,0.71,20%,0.14,1,0.00,0.00,0,5,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,13.14,92,20.0,140,66%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.0,0,0,-,-,0,-,-,['ML']
51070655,Kevin Ãlvarez,D (R),27,178 cm,71 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,162000.0,€500K - €52M,-,Right,3,2.11,25,0,0,-,0,-,-,-,0,2301,0.08,-,2,32,31,0.08,-0.11,0.07,1.83,-,-,7.21,0.00,4,74,25 (2),3.05,78,94,83%,0.74,37%,0.27,7,0.04,0.47,12,19,-,-,-,-,5.55,142,1.8,46,7.12,182,9.66,6.77,36.02,921,42.28,1081,85%,0.86,22,0.23,6,0.94,24,50%,1,0,0.04,1,0.86,22,0.27,1.84,47,10.13,51%,1.49,38,1.41,0,-,-,-,0.70,18,0.0km,240.5km,0.23,6,0.94,24,25%,11%,0.7,18,3,0.30,0.43,11,0.16,2.89,['DR']
51078554,RamÃ³n JuÃ¡rez,D (C),25,182 cm,80 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,111000.0,€11M,-,Right,0,1.5,21,0,1,-,0,-,-,-,0,1977,0.05,-,1,30,7,0.07,-0.5,0.01,0.15,-,-,7.05,0.00,0,80,21 (6),1.37,30,35,86%,0.77,18%,0.14,3,0.14,0.23,5,17,-,-,-,-,2.28,50,0.55,12,1.5,33,9.7,1.78,35.28,775,41.61,914,85%,0.0,0,0.00,0,0.05,1,0%,0,0,0.05,1,-,0,0.5,0.59,13,2.59,71%,2.59,57,1.05,1,-,-,-,0.14,3,0.0km,124.0km,0.00,0,0.05,1,-,6%,0.68,15,1,0.08,0.32,7,-,3.64,['DC']
51074624,Miguel RamÃ­rez,M (R),23,165 cm,55 kg,,AmÃ©rica,Liga BBVA MX,MEX,USA,-,,Scouting Required,575.0,Unknown,-,Unknown,0,0.08,7,0,0,-,0,-,-,-,0,630,-,-,0,9,14,0.01,-0.08,0.21,1.46,-,-,6.51,-,2,0,7,0.71,5,7,71%,0.57,0%,0.00,0,0.00,0.00,0,4,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,13.71,96,20.0,140,69%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.0,0,0,-,-,0,0.29,-,['MR']
51063650,Erick SÃ¡nchez,M (C),26,167 cm,65 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,215000.0,€1M - €98M,-,Right,0,0.64,14,0,0,-,0,-,-,-,0,1260,0.14,-,2,25,25,0.05,1.36,0.1,1.42,-,-,7.24,0.00,3,0,14,1.64,23,25,92%,0.57,50%,0.29,4,0.00,0.00,0,8,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,14.5,203,20.0,280,73%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,25%,0.0,0,0,-,-,0,0.21,-,['MC']
51063409,Alexis GutiÃ©rrez,M/AM (C),26,173 cm,73 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,111000.0,€31M - €68M,-,Left,0,5.26,25,1,0,100%,1,-,-,-,1,2085,0.17,-,4,36,20,0.23,-1.26,0.1,2.21,-,-,7.04,0.00,2,51,25 (3),1.34,31,35,89%,2.20,47%,1.04,24,0.35,0.00,0,51,-,-,-,-,0.43,10,0.91,21,3.88,90,4.88,4.06,19.38,449,24.99,579,78%,0.26,6,0.13,3,0.26,6,33%,4,0,0.0,0,0.56,13,0.0,0.43,10,4.06,43%,0.95,22,1.25,1,-,-,-,0.82,19,0.0km,109.3km,0.26,6,0.78,18,50%,8%,0.09,2,1,0.13,0.13,3,0.09,2.20,"['MC', 'AMC']"
51074470,Israel Reyes,"D (RC), DM",26,180 cm,78 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,153000.0,€850K - €84M,-,Right,13,1.13,36,0,0,-,0,-,-,-,0,3194,-,-,0,49,33,0.03,-1.13,0.03,0.93,-,-,6.81,-,1,95,36,1.58,56,65,86%,0.42,13%,0.06,2,0.08,0.39,14,15,-,-,-,-,2.42,86,0.9,32,2.76,98,10.0,3.1,34.24,1215,40.29,1430,85%,0.23,8,0.08,3,0.54,19,31%,3,0,0.14,5,0.23,8,0.11,1.10,39,4.71,74%,1.97,70,0.70,0,-,-,-,0.20,7,0.0km,239.7km,0.08,3,0.54,19,15%,-,0.68,24,3,0.23,0.51,18,0.03,2.68,"['DR', 'DC']"
72044871,Alejandro Zendejas,"M (LC), AM (RL)",28,167 cm,64 kg,,AmÃ©rica,Liga BBVA MX,USA,MEX,-,,Scouting Required,123000.0,€500K - €5M,-,Left,0,6.5,24,0,2,-,0,-,-,-,0,2552,0.18,-,5,22,36,0.23,-1.5,0.15,4.32,-,-,6.95,0.00,7,62,24 (14),1.52,43,52,83%,2.50,48%,1.20,34,0.42,0.00,0,71,-,-,-,-,1.38,39,1.27,36,5.85,166,2.57,6.28,21.83,619,28.14,798,78%,0.71,20,0.14,4,1.02,29,24%,3,0,0.04,1,0.74,21,0.0,0.81,23,6.77,13%,0.28,8,1.90,0,-,-,-,1.13,32,0.0km,162.8km,0.14,4,1.02,29,13%,7%,0.35,10,3,0.48,0.14,4,0.25,2.19,"['ML', 'MC', 'AMR', 'AML']"
51054658,Alan Cervantes,"DM, M (C)",28,177 cm,64 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,139000.0,€800K - €82M,-,Right,2,2.83,17,0,0,-,0,-,-,-,0,1893,0.05,-,1,23,32,0.13,-1.83,0.1,2.19,-,-,6.79,0.00,4,27,17 (13),2.57,54,69,78%,1.09,26%,0.29,6,0.29,0.14,3,23,-,-,-,-,1.33,28,1.05,22,2.9,61,3.85,1.71,23.68,498,30.9,650,77%,0.38,8,0.10,2,0.24,5,83%,1,0,0.0,0,0.38,8,0.1,0.33,7,3.99,33%,0.43,9,0.86,0,-,-,-,0.10,2,0.0km,87.0km,0.10,2,0.24,5,40%,4%,0.24,5,1,0.25,0.10,2,0.19,1.28,['MC']
2000140997,Yosh Strimling,D (C),23,190 cm,84 kg,,AmÃ©rica,Liga BBVA MX,ISR,MEX,-,,Scouting Required,525.0,Unknown,-,Unknown,0,0.77,11,0,0,-,0,-,-,-,0,1054,-,-,0,18,15,0.07,-0.77,0.01,0.09,-,-,5.98,-,1,4,11 (2),2.22,26,26,100%,0.60,0%,0.00,0,0.00,0.00,0,7,-,-,-,-,0.17,2,0.09,1,0.17,2,0.09,0.77,14.69,172,21.94,257,67%,0.09,1,0.00,0,0.09,1,0%,0,0,0.0,0,0.09,1,0.09,-,0,0.51,75%,0.26,3,0.09,0,-,-,-,-,0,0.0km,5.0km,0.00,0,0.09,1,-,-,0.09,1,0,-,-,0,0.09,0.34,['DC']
75017685,Igor Lichnovsky,D (C),32,187 cm,80 kg,,AmÃ©rica,Liga BBVA MX,CHI,AUT,-,,Scouting Required,79000.0,Unknown,-,Unknown,1,0.83,14,1,0,-,0,-,-,-,0,1383,0.13,-,2,21,15,0.05,1.17,0.01,0.12,-,-,7.2,0.00,2,34,14 (5),1.95,30,31,97%,0.59,22%,0.13,2,0.00,0.07,1,9,-,-,-,-,0.91,14,0.33,5,1.04,16,3.77,1.17,27.2,418,34.56,531,79%,0.2,3,0.00,0,0.07,1,0%,0,0,0.2,3,0.20,3,0.07,0.52,8,1.69,74%,1.63,25,0.59,0,-,-,-,-,0,0.0km,55.7km,0.00,0,0.07,1,-,22%,0.39,6,0,-,0.33,5,0.13,2.21,['DC']
75036365,VÃ­ctor DÃ¡vila,AM (LC),28,174 cm,71 kg,Inj,AmÃ©rica,Liga BBVA MX,CHI,,-,,Scouting Required,111000.0,€26M - €58M,-,Left,0,4.77,17,0,0,-,0,-,-,-,0,1842,0.10,-,2,17,25,0.23,-2.77,0.08,1.69,-,-,7.03,0.00,2,38,17 (11),1.61,33,39,85%,2.35,44%,1.03,21,0.24,0.00,0,48,-,-,-,-,0.73,15,1.22,25,3.81,78,1.81,5.37,18.66,382,23.75,486,79%,0.49,10,0.20,4,1.17,24,33%,1,0,0.0,0,0.49,10,0.1,0.54,11,3.81,29%,0.54,11,1.32,1,-,-,-,0.59,12,0.0km,79.5km,0.20,4,1.17,24,16%,4%,0.15,3,1,0.22,-,0,0.10,1.86,"['AML', 'AMC']"
37049339,Javairo Dilrosun,M/AM (RL),27,174 cm,74 kg,,AmÃ©rica,Liga BBVA MX,NED,SUR,Trained in nation (15-21),Balanced,Media-friendly,148000.0,€375K - €39M,-,Left Only,0,4.25,36,0,1,-,0,-,-,-,0,2945,0.09,-,3,20,42,0.13,-1.25,0.1,3.29,-,-,6.95,0.00,5,102,36 (4),1.38,45,58,78%,1.13,30%,0.34,11,0.15,0.00,0,37,-,-,-,-,0.89,29,1.62,53,6.36,208,2.38,9.11,21.61,707,26.62,871,81%,0.55,18,0.21,7,1.71,56,25%,5,0,0.03,1,0.55,18,0.0,0.79,26,7.98,15%,0.46,15,2.66,0,-,-,-,1.65,54,0.0km,216.8km,0.21,7,1.71,56,12%,8%,0.46,15,2,0.37,0.21,7,0.15,3.12,"['MR', 'ML', 'AMR', 'AML']"
51055135,Luis MalagÃ³n,GK,29,182 cm,78 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,Balanced,Media-friendly,128000.0,€49M - €64M,-,Right,0,0.0,27,0,2,-,0,0%,0,2,0,2430,-,24,0,0,13,0.0,0.0,0.0,0.0,0.89,8,6.97,-,0,-,27,0.00,0,2,0%,-,-,-,-,-,-,-,0,14,44,18,-2%,0.0,0,0.0,0,0.0,0,4.15,5.59,18.04,487,24.63,665,73%,0.0,0,-,-,-,-,-,0,1,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-830%,0.28,7.48,-,0,0.0km,144.4km,-,-,-,-,-,-,1.0,-,0,-,-,-,-,-,[]
67225486,Ãlvaro Fidalgo,"M (C), AM (LC)",29,172 cm,60 kg,Inj,AmÃ©rica,Liga BBVA MX,MEX,ESP,-,Perfectionist,Media-friendly,131000.0,€8M - €11M,-,Right,0,7.65,30,0,3,100%,1,-,-,-,1,2592,0.28,-,8,14,33,0.27,0.35,0.22,6.35,-,-,7.49,0.00,8,61,30 (1),1.60,46,53,87%,2.53,47%,1.18,34,0.69,0.00,0,73,-,-,-,-,1.81,52,2.22,64,6.98,201,9.41,9.79,24.79,714,30.66,883,81%,1.32,38,0.03,1,0.45,13,8%,2,0,0.07,2,1.32,38,0.03,0.97,28,8.78,21%,0.45,13,1.67,2,-,-,-,1.11,32,0.0km,252.7km,0.03,1,0.45,13,7%,11%,0.42,12,5,0.19,0.17,5,0.28,2.12,"['MC', 'AML', 'AMC']"
76065751,JosÃ© RaÃºl ZÃºÃ±iga,ST (C),31,180 cm,73 kg,,AmÃ©rica,Liga BBVA MX,COL,ARG,-,,Scouting Required,63500.0,Unknown,-,Unknown,0,7.8,19,0,0,-,0,-,-,-,0,1969,0.50,-,11,13,41,0.36,3.2,0.09,1.97,-,-,7.02,0.00,3,75,19 (22),0.91,20,34,59%,3.34,51%,1.69,37,0.55,0.00,0,73,-,-,-,-,0.09,2,0.27,6,2.61,57,0.32,7.13,14.72,322,20.75,454,71%,0.09,2,0.00,0,0.05,1,0%,5,0,0.0,0,0.09,2,0.0,0.23,5,2.19,27%,0.91,20,2.51,1,-,-,-,0.18,4,0.0km,93.0km,0.00,0,0.05,1,-,15%,0.09,2,1,0.22,0.05,1,0.14,3.43,['STC']
76042892,CristiÃ¡n Borja,D/WB (L),33,180 cm,71 kg,,AmÃ©rica,Liga BBVA MX,COL,,-,,Scouting Required,87000.0,€190K - €19M,-,Left Only,3,1.5,18,1,0,-,0,-,-,-,0,1794,-,-,0,32,29,0.08,-1.5,0.12,2.33,-,-,6.62,-,1,27,18 (5),1.81,36,42,86%,0.85,12%,0.10,2,0.15,0.00,0,17,-,-,-,-,2.16,43,0.8,16,3.11,62,4.11,5.22,23.38,466,29.95,597,78%,0.15,3,0.20,4,0.90,18,47%,2,0,0.0,0,0.15,3,0.1,1.10,22,5.07,59%,0.80,16,0.55,0,-,-,-,0.45,9,0.0km,86.8km,0.20,4,0.90,18,22%,-,0.5,10,0,-,0.20,4,0.05,1.35,"['DL', 'WBL']"
78043800,Rodrigo Aguirre,ST (C),31,186 cm,75 kg,Inj,AmÃ©rica,Liga BBVA MX,URU,,-,Fairly Ambitious,Media-friendly,111000.0,€300K - €3M,-,Left Only,0,5.39,15,1,1,100%,1,-,-,-,1,1558,0.81,-,14,21,27,0.31,8.61,0.07,1.29,-,-,7.29,0.00,6,20,15 (6),1.10,19,28,68%,2.77,58%,1.62,28,0.12,0.00,0,48,-,-,-,-,0.06,1,0.29,5,1.21,21,0.17,2.31,13.06,226,20.45,354,64%,0.06,1,0.00,0,0.17,3,0%,2,0,0.0,0,0.06,1,0.0,0.12,2,1.16,35%,0.40,7,0.75,0,-,-,-,0.12,2,0.0km,29.3km,0.00,0,0.17,3,-,29%,0.0,0,0,-,-,0,0.35,1.16,['STC']
78088254,Brian RodrÃ­guez,AM (RLC),26,172 cm,72 kg,Wnt,AmÃ©rica,Liga BBVA MX,URU,ESP,-,,Scouting Required,111000.0,€45K - €450K,-,Right,0,5.25,14,0,0,100%,1,-,-,-,1,1427,0.13,-,2,24,21,0.33,-3.25,0.02,0.3,-,-,6.68,0.00,1,7,14 (10),1.20,19,29,66%,2.65,48%,1.26,20,0.06,0.00,0,42,-,-,-,-,0.13,2,0.32,5,1.45,23,0.19,2.14,16.52,262,22.52,357,73%,0.06,1,0.00,0,0.44,7,0%,0,0,0.0,0,0.06,1,0.0,0.06,1,1.45,14%,0.06,1,0.38,0,-,-,-,0.25,4,0.0km,21.8km,0.00,0,0.44,7,-,5%,0.13,2,1,0.56,0.06,1,0.06,0.44,"['AMR', 'AML', 'AMC']"
78089358,SebastiÃ¡n CÃ¡ceres,D (C),26,180 cm,76 kg,Inj,AmÃ©rica,Liga BBVA MX,URU,,-,,Scouting Required,175000.0,€26K - €13M,-,Right,8,0.99,36,3,1,-,0,-,-,-,0,3120,-,-,0,42,28,0.03,-0.99,0.04,1.52,-,-,7.12,-,5,139,36,1.90,66,72,92%,0.32,18%,0.06,2,0.09,0.66,23,11,-,-,-,-,2.34,81,0.89,31,1.88,65,8.97,1.64,40.44,1402,46.5,1612,87%,0.12,4,0.00,0,0.09,3,0%,0,0,0.14,5,0.12,4,0.63,1.10,38,3.58,64%,2.57,89,1.44,0,-,-,-,0.12,4,0.0km,232.0km,0.00,0,0.09,3,-,-,0.35,12,3,0.11,0.12,4,0.14,4.01,['DC']
5666466,Rodolfo Cota,GK,38,182 cm,77 kg,Ret,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,54500.0,€60K - €600K,-,Right Only,0,0.0,19,0,0,-,0,0%,0,1,0,1712,-,31,0,0,9,0.0,0.0,0.0,0.0,1.63,0,6.7,-,0,-,19 (1),0.00,0,1,0%,-,-,-,-,-,-,-,0,6,10,3,-7%,0.0,0,0.0,0,0.0,0,1.42,2.52,13.51,257,22.82,434,59%,0.0,0,-,-,-,-,-,0,1,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-584%,-0.01,-0.17,-,0,0.0km,34.8km,-,-,-,-,-,-,2.31,-,0,-,-,-,-,-,[]
51072965,Santiago Naveda,"DM, M (C)",25,178 cm,77 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,9000.0,Unknown,-,Unknown,5,1.86,37,0,1,-,0,-,-,-,0,3366,0.03,-,1,49,24,0.05,-0.86,0.1,3.62,-,-,6.91,0.00,8,64,37 (2),1.98,74,96,77%,0.51,0%,0.00,0,0.08,0.16,6,19,-,-,-,-,2.41,90,1.74,65,5.94,222,7.33,4.14,33.02,1235,38.85,1453,85%,0.75,28,0.05,2,0.27,10,48%,1,0,0.03,1,0.75,28,0.16,0.91,34,6.74,23%,0.40,15,1.31,1,-,-,-,0.21,8,0.0km,285.9km,0.05,2,0.27,10,20%,5%,0.61,23,6,0.34,0.21,8,0.21,1.71,['MC']
67038643,Jonathan dos Santos,"DM, M (C)",36,172 cm,73 kg,Ret,AmÃ©rica,Liga BBVA MX,MEX,BRA,-,,Scouting Required,53000.0,Unknown,-,Unknown,6,0.51,38,1,0,-,0,-,-,-,0,2796,-,-,0,51,23,0.02,-0.51,0.12,3.85,-,-,6.8,-,7,52,38 (3),1.87,58,74,78%,0.26,13%,0.03,1,0.03,0.16,5,8,-,-,-,-,3.06,95,1.58,49,5.38,167,7.21,3.48,33.41,1038,39.43,1225,85%,0.71,22,0.10,3,0.19,6,30%,0,0,0.1,3,0.71,22,0.0,0.64,20,6.37,48%,0.80,25,0.87,0,-,-,-,0.39,12,0.0km,231.3km,0.93,29,5.89,183,50%,-,0.68,21,4,0.28,0.19,6,0.23,1.67,['MC']
2000045321,IsaÃ­as Violante,AM (RL),22,173 cm,70 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,54500.0,Unknown,-,Unknown,0,1.92,6,0,0,-,0,-,-,-,0,636,-,-,0,8,13,0.27,-1.92,0.09,0.67,-,-,6.79,-,1,0,6 (5),0.99,7,8,88%,2.55,39%,0.99,7,0.00,0.00,0,18,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,18.96,134,31.13,220,61%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.0,0,0,-,-,0,0.14,-,"['AMR', 'AML']"
